,Unnamed: 0,Review,Rating,sentiment
32,32,and clean streets!,1,1.0
33,33,ever say this about a toilet in India ;-)).,1,1.0
34,34, dirty street food stalls.,1,0.0
35,35, dark but clean place.,1,1.0
36,36, We were welcomed very friendly - our room was small but looked clean and ok.,1,1.0
37,37, some guys were cleaning themselves and others were washing dishes.,1,1.0
38,38, We arrived at the bus station in Hassan and were really surprised how clean and well organized this bus station is.,1,1.0
39,39, The bathroom looked about the same (like being cleaned for the last time about 10 years ago).,0,0.0
40,40, The flush of the toilet was not working anymore.,0,0.0
41,41, we did not even hear or smell that the co-passengers were all doing really miserable.,0,0.0
42,42, It is a beautiful and really well maintained temple.,1,1.0
43,43," eating rubbish and whatever food westerners give them,",0,0.0
44,44, which seemed reasonable until the last night when I noticed fucking cockroaches crawling all over the place!,0,0.0
45,45,Buss stop is clean and bigger (it is located at outskirts of Bangalore) compare to other stops.,1,0.0
46,46, It's a feast for the eyes as everywhere you look you see the most ornately carved teak and rosewood doors and ceilings and amazing stained and painted glass ceilings.,1,1.0
47,47,- St Philomena's Cathedral built between 1933 and 1941 in neo-Gothic style with beautiful stained glass windows.,1,1.0
48,48, dirty main road but it was there.,1,0.0
49,49, This temple seemed to have preserved better and the grounds were really well maintained with greenery and a garden surrounding it.,1,1.0
50,50," The stink of garbage and god knows what else made this experience even more difficult,",0,0.0
51,51," I'm sitting outside the place now being stared down by the cleaning ladies,",0,0.0
52,52," I see the dirt and rubbish in the street,",0,0.0
53,53," I arrive at his door and his wife greets me with a tray with contains a sweet smelling candle,",1,1.0
54,54, in a clean and safe apartment in Bangalore.,1,1.0
55,55, our poor tummies were not used to processed rubbish in those pizza's.,0,0.0
56,56,"toilet window needing to be papered up,",0,0.0
57,57, the good news is that the hotel is clean and the room comfortable (though it is a shame that there is an external light pointing straight into our bedroom through the exceedingly thin curtains).,1,1.0
58,58," So far it is looking like a good choice  a clean room,",1,1.0
59,59, all ridiculously attired in one way or another and exchanging a polite good morning in some sort of show of solidarity in the face of adversity (etiquette has to be maintained you know).,1,0.0
60,60," We think that the place is a bit out of the 70s but there is no smell of weed drifting around,",0,0.0
61,61, We had tried room service; a man appeared with a grease stained menu card.,1,1.0
62,62, Maybe the fish ate the rubbish and all died.,0,0.0
63,63," As it was Republic Day the school children were all dressed up in clean uniforms,",1,1.0
64,64," all kinds of smells and colours and,",0,0.0
65,65,they collect the garbage in some areas of Mysore.,1,1.0
66,66, crisp clean sheets and thick luxury towels- oh so mmmmmmmm.,1,1.0
67,67, The parks were quite clean and clearly actively managed.,1,1.0
68,68," Mysore seemed clean and quite regal,",1,1.0
69,69, stained glass from Glasgow.,1,1.0
70,70, Of course the carriages were dirty and not very inviting.,0,0.0
71,71, Full of people and noise but fairly clean which was good to see.,0,1.0
72,72, Il était censé arrivér Dimanche mais comme il a raté son avion à Londres il n'est arrivé que Lundi.,0,0.0
73,73, Hanumana Gundi Falls is managed and maintained by forest department of the state government.,1,1.0
74,74," we were mooching around and taking in the sights and the smells of this bustling area,",1,0.0
75,75," After about 3 minutes into being pulled this way and that to buy this or smell that etc,",0,1.0
76,76, the trash everywhere and now this.,1,1.0
77,77, local descendants of the late Karni Mata fully intend to be reincarnated as kaba (rats) to join the existing residents of which there's quite a few.,0,0.0
78,78, While maintaining a focus on humanity  this was a very prevalent theme at every business in India the humanity aspect of business.,1,1.0
79,79, developing the organization and allowing things to group.,1,1.0
80,80, We had to get the paper handed to us by the lady who looked like she was there to clean the bathroom.,1,1.0
81,81, The food of Chokhi Dhani which we always use to talk about which is very famous in Jaipur maintained the same standard and taste in Bangalore also.,1,1.0
82,82, There was no toilet roll in Bangalore it seemed.,1,0.0
83,83," We are staying in an all girls residence which is very clean and safe,",1,1.0
84,84, I visited the toilets approximately 55 times to make full use of the toilet roll.,1,1.0
85,85," Speaking of toilets we also found a mall in the middle of Mysore which is half built (health and safety not on the radar) but very much open and contained,",0,1.0
86,86, a set of loos with not only toilet roll but soap dispensers and an actual hand drier.,1,1.0
87,87,The palace is one of the most impressive buildings I have ever seen from stunning green-pillared wedding room (dad-get saving I have found my future marriage venue) to very British-style stained glass windowed courtyards.,1,1.0
88,88, The sea looks clean but is more for surfers than swimmers.,1,1.0
89,89,picnic site (judging by the litter left around!,1,1.0
90,90," Its also clean and has good information counters,",1,1.0
91,91, The place is well maintained as its still private.,1,1.0
92,92, The Marriage room (which has the most amazing glass ceiling made of iron and stained glass manufactured in Glasgow.,1,1.0
93,93,) And finally the Kings private audience room  again the ceiling is a beautifully coloured stained glass marvel of craftsmanship.,1,1.0
94,94,The surrounding garden and area is also well maintained and there are a variety of Temples at corners of the outer perimeter and very grand gateways on each side.,1,1.0
95,95, The station at B is pretty big and clean and they have a left luggage counter which we use so that we might explore the city a bit.,1,1.0
96,96, Toilet flooded.,1,1.0
97,97, The public pay as you use Toilets which seem to be all over the South charge C Rs 3 and M only 2?,0,0.0
98,98,"Other activities are also organized such as thanks giving to elderly couples completing 50 years of marriage,",1,1.0
99,99, the law and order is maintained by a large number of police.,1,1.0
100,100, Marys basilica is a 300 years old Church and organizing daily prayers.,1,1.0
101,101," The last thing I wanted was this person trying to clean me up After trying to wash it off unsuccessfully,",0,0.0
102,102,Drinking water and toilets are available inside Janapadaloka.,1,1.0
103,103, and smell like smoke.,1,1.0
104,104," since the floor had obviously not been cleaned in quite awhile (if ever),",0,0.0
105,105, he saw a rat on the windowsill!,0,0.0
106,106,fell into the toilet and began flailing about.,0,0.0
107,107, Stained glass from Scotland.,1,1.0
108,108, and less litter than other places we have been to in India.,1,1.0
109,109, occasionally picking up trash and putting it in his mouth with no supervision.,0,0.0
110,110, showing us to our incredibly spacious and clean room and then serving us masala chai in her living room.,1,1.0
111,111, that the holy beach is not really a good place to hang out or swim because it is littered with trash and cow pies.,0,0.0
112,112, since the other beaches in the town are very clean and beautiful.,1,1.0
113,113, Weve come to realize during our time in India that littering is widely practiced and accepted  its simply part of the culture.,1,1.0
114,114," Unlike Americans who are raised on the notion that littering is unacceptable and bad for the earth,",0,0.0
115,115,"though I find it difficult not to cringe when I see someone throw a plastic bottle on the ground when theres a trash can right next to them,",0,1.0
116,116, unhealthy cows roaming about eating trash or whatever they can find.,0,0.0
117,117, burping and going to the toilet in the street.,0,0.0
118,118, I have lost count of the number of men I have seen going to the toilet in the street.,0,0.0
119,119, But I challenge them to work full time and then come home to cook and clean and pay bills (And that isnt even taking into account looking after the children!,0,1.0
120,120, Cows knee deep in street rubbish somehow eking out an alternate food source to grass.,0,0.0
121,121," noise and smells are brutally left field from Woolworths,",0,0.0
122,122,they can handle the rugged dirty garbage ridden streets and lane-ways barefoot.,0,0.0
123,123, Organic Department and Soil Scientists.,1,1.0
124,124, such as cleanliness and toileting.,1,1.0
125,125, The hospital looked very clean and tidy.,1,1.0
126,126," We dont notice the noise or the litter anymore,",1,1.0
127,127," The rickshaw drivers disperse and the touts and shops appear all selling beautiful toilet paper,",1,1.0
128,128, There is also a push here in India to increase the size of organic land as well as encourage biogas plants and bio-digester systems.,1,1.0
129,129," stained linen,",1,1.0
130,130,The one disappointing thing about India is the rubbish which lines every street and roadside.,0,0.0
131,131, The food we eat is organic too and cooked on traditional fire stoves.,1,0.0
132,132, The medicinal herb garden was really interesting and the fermentation room smelled like beer and christmas cake!,1,1.0
133,133, like rubbish collection.,1,1.0
134,134, Everything from my first experience with an Indian toilet (I have done well to avoid it for a week!,0,0.0
135,135, Emily took the initiative to check the other toilets and we find two western ones beside the four Indian style loos!,1,1.0
136,136, The people here are treated very well and the centre is clean and tidy.,1,1.0
137,137, I feel very emotional watching this and the loud music and smells sweep you away.,1,1.0
138,138, Mithras helper only works in the mornings to clean and wash.,1,1.0
139,139, it smells like roses.,1,1.0
140,140,go and was shocked to open the toilet door at Bangalore airport to be faced by a small drain in the ground and a hose attached to the wall.,0,0.0
141,141, Once she pushed the door further she did see the western toilet right beside the drain!,1,1.0
142,142, cleans and looks after you.,1,1.0
143,143," breathing in the smells and feeling the heat,",0,1.0
144,144," spices and sandalwood battling the astringent stench of urine and stagnant effluent; and,",1,0.0
145,145, street-side urination for men (and children) is still common place  some of this is pure laziness as there are far more public toilets now available in cities.,0,0.0
146,146,000+) Indians still have no access to any form of a toilet and much common/derelict/in-development/simply semi-private land are the only places available for the purpose.,0,0.0
147,147, only local flop-houses that patently would not have been either secure or safe  located near the train station was surrounded by wine shops and grotty bars (many so grim that even we would not consider patronage) and by mid-afternoon the streets were littered with prone drunks.,0,0.0
148,148," The room we took in Bijapur was tiny with peeling walls and the odd cockroach (no problems with that at all),",0,0.0
149,149, but a filthy encrusted toilet and dirty sheets at $10/night is peevishly shoddy indeed.,1,0.0
150,150, Remove the bloody television  saving on electricity  and pay someone to actually clean the room.,0,0.0
151,151, clean mall.,1,1.0
152,152," It was my first pit toilet experience,",1,1.0
153,153, but I can't help but be grateful that we were not left at a toilet in the middle of nowhere at night.,1,1.0
154,154, and were pleased to find it clean and spacious.,1,1.0
155,155, but the centre of the city based around Cubbin park is pleasantly clean and modern.,1,1.0
156,156," I maintained my rage all the way to Colombo,",0,0.0
157,157, The water was muddy and yellow so the sanitation process was going to be a long one before it can actually be clean for the families to use.,1,1.0
158,158, she cooks and cleans before going out to the fields to work.,1,1.0
159,159, and there was some beautiful stained glass from Glasgow.,1,1.0
160,160," then cleans it with water and cow dung (since cows are sacred this serves as cleansing and purification),",1,1.0
161,161," There were ladies cleaning in the bathroom,",1,1.0
162,162, and I think that me trying to clean up after myself might have been insulting their hospitality.,0,0.0
163,163, looked very clean and have very friendly staff.,1,1.0
164,164, Some preferred to go to toilet first and some preferred to have breakfast first.,1,1.0
165,165, When I saw a big crowd near toilets I decided to have breakfast first fearing that the food might finish if I make late.,0,0.0
166,166, The food area was near the amphitheatre (the program area) which was about half a km away from the toilet area.,0,0.0
167,167, we marked that the water was dirty and there were various types of insects in the water.,0,0.0
168,168," No toilet paper either,",1,0.0
169,169,In next 10 minutes I was enjoying the beautiful and clean city streets of Mysore.,1,1.0
170,170,I love visiting monasteries mostly for the peaceful environment and tidiness which really a 'big miss' in any other Hindu Temple.,1,1.0
171,171, I walked further ahead and found that entire campus was huge and maintained with utmost creativity and serenity.,1,1.0
172,172, we maintained to walk down the stream.,1,1.0
173,173, My jeans was all dirty and I had to continue with the same pair for the rest of the day.,1,0.0
174,174,Climbing is very exciting as because the stairs are very neat and clean amongst the dense forests and hills all around.,1,1.0
175,175," The fort itself was also my favourite out of the many we saw in Rajathan because it was really well-maintained and there was a free audio-tour,",1,1.0
176,176,The last stop on our whirlwind tour of Rajasthan was Jaisalmer (getting there involved an incredibly hot crowded 6 hour bus journey with no toilet or food stops.,0,0.0
177,177,Mysore is a beautiful clean citylots of gardens.,1,1.0
178,178, their urine is a cleaning agent.,1,1.0
179,179," their urine is still valued in making medicinesas it has been for 3-4,",1,1.0
180,180,30 including full cleaning and packing of leftovers.,1,1.0
181,181," it is a shame Indians dont value these monuments as they scrawl graffiti on everything and throw rubbish all over the place,",0,0.0
182,182," the air was waft with the smell of the sea (fish,",0,0.0
183,183, The room was clean and laid artistically with typical village style windows (check out the pics) and a cement slab cot.,1,1.0
184,184,Another thing that became pretty routine were the rats crawling round and in our huts at night.,0,1.0
185,185, it is clean and comfortable and within just a few minutes walk of the palace.,1,1.0
186,186," The town and nearby area is surrounded by hills which are littered with enormous (some humungos),",1,1.0
187,187, Hampi village is split in two by a small picturesque river that is littered with the unusual boulders and bordered by lush green river banks.,1,1.0
188,188, instead preferring to get wasted and leave their empty bottles and rubbish all over a beautiful town.,0,0.0
189,189," Some of the fun filled activities organized by Thrillophilia in Bheemeshwari and Muthathi include nature camps,",0,1.0
190,190, we saw it to be relatively clean and definitely vibrant.,1,1.0
191,191, great fluted pillars painted peacock blue supported a stained glass domed ceiling.,1,1.0
192,192,After lunch was an organized shopping expedition.,0,0.0
193,193, We have access to a lovely spot on the river by cutting through the banana plantation (and jumping over a very dirty stream) and Ant spends some time fishing down there.,0,1.0
194,194," after breakfast we were cleaning our teeth when the monkeys took up residence outside our front door,",0,0.0
195,195, From here the scenery was not very pleasant the roads were lined with garbage; people here do not seem to understand the consequences of their actions or have any kind of social conscience where pollution is concerned.,0,0.0
196,196,Eventually we pulled up at the entrance to Bannerghatta National Park and were both surprised to see the amount of filth littering the area and the huge mass of humanity surging this way and that.,0,1.0
197,197, I must admit though that having Bobbys enclosure next to us was a bit of distraction I would much rather watch him play than clean up dead leaves.,0,1.0
198,198,"When we arrived at the sanctuary we split into two groups for a litter detail to clean up the rubbish that Indians throw out their vehicle windows,",1,1.0
199,199,When we arrived back at the sanctuary after lunch (more Indian which Ruth eats in copious amounts) we were supposed to plant trees but with all the general confusion that takes place when Indians try to do anything we just sat near Bobbys enclosure and watched him make a nest in the dirty with backside.,1,0.0
200,200,For now i'm off for something to eat (something i've been doing alot of the last month so much for the diet) the place I'm at has mutton masala on the go which smells lovely.,0,1.0
201,201, clean greenness.,1,1.0
202,202," It was all looking up when at the entrance there was an actual rubbish bin,",0,0.0
203,203, From our experience disposing of litter in public places is quite a challenge.,0,1.0
204,204," brandishing a blood-stained tissue from one of my multiple toe stubbings on chunks of rogue pavement ,",0,0.0
205,205, in return they clean and wash etc.,0,1.0
206,206, We witnessed children on rubbish dumps sifting through the rubbish looking for food.,0,0.0
207,207, As we walked on small sidewalks not always very well maintained we started to feel the heat of the Rajasthan desert.,0,0.0
208,208, The City Palace had been restored and well maintained and it was more like a museum.,1,1.0
209,209," We carry on and notice that the surroundings seem litter free,",0,1.0
210,210,First we found India a country of massive contrasts- real poverty with families living on rubbish dumps with any available material for roofs etc to very modern large houses.,0,1.0
211,211, she's rubbish at making bacon butties.,1,1.0
212,212, who looked like they had just filled a nappy with a not so pleasant smelling semi-solid substance.,0,0.0
213,213, the terrible smells kept wafting in my face.,0,0.0
214,214, it is still maintained today.,1,0.0
215,215, smells and sounds.,1,1.0
216,216," Try to imagine a cow a pig and a dog all eating from a pile of rubbish on the floor,",0,0.0
217,217, Then add some spice shops which smell of fresh chillis and masala and you have an idea of what we are experiencing.,1,1.0
218,218, however remaining typically Indian in the fact that you couldn't get to the toilet without going through the shower and the power cut out about 5 times a day.,0,0.0
219,219," They also look really graceful with their springy legs but maintain a goofy,",1,1.0
220,220, Trash heaps were everywhere and some children were digging through them to find some worthwhile treasures.,0,1.0
221,221, He makes my skin crawl more than the the thousands of cockroaches who seem to have made this particular train their home.,0,0.0
222,222, freaking out at the thought that a cockroach had found its way into my sleeping bag.,0,0.0
223,223," the smell of rubbish rotting in the heat hits my face and a cover my mouth withy scarf,",0,0.0
224,224," well maintained buildings,",1,1.0
