,Review,Rating,sentiment
50, Room was clean although not matching with the tariff.,1,1.0
51," only superficially cleaned (surprisingly,",1,1.0
52, the bedsheets and towels smelled and looked freshly washed) and the bathroom was filthy.,0,0.0
53, We have never seen such a dirty city in our lives before.,0,0.0
54," There was rubbish all around,",0,0.0
55, clean and quiet room with a big bathroom with hot water and a balcony (with a view over the fields around Bijapur).,1,1.0
56, They were all taking a bath in the dirty river where big crocodiles are supposed to be.,0,1.0
57, cleaning their teaths and so on.,1,1.0
58, but properly maintained except few places.,1,1.0
59," the stained glass windows and the burmese teak wood with ivory ingrained it,",1,1.0
60, Either wooden or cement based and were quaint and clean with fans.,1,1.0
61, already the car was very dirty with wheels and lower part becoming red mingled with debris.,1,0.0
62, cleaning of the hotel were not of that standard.,0,0.0
63, even going so far as to tell the guy who was on the toilet to hurry up since I needed to go.,0,0.0
64, feeding the micro-organisms in the soil and allowing other plants and animals and so on to live as well.,1,1.0
65, the streets are quite littered with trash and during the day there are people everywhere.,0,0.0
66, We smell it long before we see it  a horrible rotting stench that takes us by surprise as try to work out where it could be coming from.,0,0.0
67," and smells slightly of smoke,",0,0.0
68," She manages to render three roadside toilets (one in a petrol station and two in a hotel,",1,1.0
69," The fourth toilet defeats her though as many previous users' shit is already piled up to the level of the seat,",0,0.0
70, but it was the clean toilet that was the main reason for the stop.,1,1.0
71," the hotel had huge clean rooms with hot water that worked,",1,1.0
72, I loved the floor tiles and extensive stained glass in peacock motifs in the Marriage Pavilion.,1,1.0
73," pillows and blankets were provided and looked clean enough,",1,1.0
74, Id like to report that the toilets werent nearly as horrible as Id imagined.,1,0.0
75,If you want some toilet tips for moving trains'  shoes are always better than thongs (flip flops) for obvious reasons; tight fitting leggings or trousers are better than floppy/baggy ones; and the squat toilets are far cleaner than the western-styled toilets.,0,1.0
76," all perfectly clean and our room was just amazing: huge,",1,1.0
77, And had a perfect sleep in the comfy bed without any stains or bedbugs.,1,1.0
78,and clean streets!,1,1.0
79,ever say this about a toilet in India ;-)).,1,1.0
80, dirty street food stalls.,0,0.0
81, dark but clean place.,1,1.0
82, We were welcomed very friendly - our room was small but looked clean and ok.,1,1.0
83, some guys were cleaning themselves and others were washing dishes.,1,1.0
84, We arrived at the bus station in Hassan and were really surprised how clean and well organized this bus station is.,1,1.0
85, The bathroom looked about the same (like being cleaned for the last time about 10 years ago).,0,0.0
86, The flush of the toilet was not working anymore.,0,0.0
87, we did not even hear or smell that the co-passengers were all doing really miserable.,0,0.0
88, It is a beautiful and really well maintained temple.,1,1.0
89," eating rubbish and whatever food westerners give them,",0,0.0
90, which seemed reasonable until the last night when I noticed fucking cockroaches crawling all over the place!,0,0.0
91,Buss stop is clean and bigger (it is located at outskirts of Bangalore) compare to other stops.,1,0.0
92, It's a feast for the eyes as everywhere you look you see the most ornately carved teak and rosewood doors and ceilings and amazing stained and painted glass ceilings.,1,1.0
93,- St Philomena's Cathedral built between 1933 and 1941 in neo-Gothic style with beautiful stained glass windows.,1,1.0
94, dirty main road but it was there.,0,0.0
95, This temple seemed to have preserved better and the grounds were really well maintained with greenery and a garden surrounding it.,1,1.0
96," The stink of garbage and god knows what else made this experience even more difficult,",0,0.0
97," I'm sitting outside the place now being stared down by the cleaning ladies,",0,0.0
98," I see the dirt and rubbish in the street,",0,0.0
99," I arrive at his door and his wife greets me with a tray with contains a sweet smelling candle,",1,1.0
100, in a clean and safe apartment in Bangalore.,1,1.0
101, our poor tummies were not used to processed rubbish in those pizza's.,0,0.0
102,"toilet window needing to be papered up,",0,0.0
103, the good news is that the hotel is clean and the room comfortable (though it is a shame that there is an external light pointing straight into our bedroom through the exceedingly thin curtains).,1,1.0
104," So far it is looking like a good choice  a clean room,",1,1.0
105, all ridiculously attired in one way or another and exchanging a polite good morning in some sort of show of solidarity in the face of adversity (etiquette has to be maintained you know).,1,0.0
106," We think that the place is a bit out of the 70s but there is no smell of weed drifting around,",0,0.0
107, We had tried room service; a man appeared with a grease stained menu card.,1,1.0
108," which outdoes most other Indian streets in looking dirty and unfinished,",0,0.0
109, Execrable taste but it was clean  such a relief!,1,1.0
110, Maybe the fish ate the rubbish and all died.,0,0.0
111," As it was Republic Day the school children were all dressed up in clean uniforms,",1,1.0
112," all kinds of smells and colours and,",0,0.0
113,they collect the garbage in some areas of Mysore.,1,1.0
114, crisp clean sheets and thick luxury towels- oh so mmmmmmmm.,1,1.0
115, The parks were quite clean and clearly actively managed.,1,1.0
116," Mysore seemed clean and quite regal,",1,1.0
117, stained glass from Glasgow.,1,1.0
118, Of course the carriages were dirty and not very inviting.,0,0.0
119, Full of people and noise but fairly clean which was good to see.,0,1.0
120, My conviction got further strengthened as we could maintain an average speed of 60+ for first half an hour or so (close to Sullya).,1,1.0
121, Hanumana Gundi Falls is managed and maintained by forest department of the state government.,1,1.0
122," we were mooching around and taking in the sights and the smells of this bustling area,",1,0.0
123," After about 3 minutes into being pulled this way and that to buy this or smell that etc,",0,1.0
124, the trash everywhere and now this.,0,0.0
125, While maintaining a focus on humanity  this was a very prevalent theme at every business in India the humanity aspect of business.,1,1.0
126, developing the organization and allowing things to group.,1,1.0
127, We had to get the paper handed to us by the lady who looked like she was there to clean the bathroom.,1,1.0
128, The food of Chokhi Dhani which we always use to talk about which is very famous in Jaipur maintained the same standard and taste in Bangalore also.,1,1.0
129, There was no toilet roll in Bangalore it seemed.,0,0.0
130," We are staying in an all girls residence which is very clean and safe,",1,1.0
131, I visited the toilets approximately 55 times to make full use of the toilet roll.,1,1.0
132," Speaking of toilets we also found a mall in the middle of Mysore which is half built (health and safety not on the radar) but very much open and contained,",0,1.0
133, a set of loos with not only toilet roll but soap dispensers and an actual hand drier.,1,1.0
134,The palace is one of the most impressive buildings I have ever seen from stunning green-pillared wedding room (dad-get saving I have found my future marriage venue) to very British-style stained glass windowed courtyards.,1,1.0
135, The sea looks clean but is more for surfers than swimmers.,1,1.0
136,picnic site (judging by the litter left around!,1,1.0
137," Its also clean and has good information counters,",1,1.0
138, The place is well maintained as its still private.,1,1.0
139, The Marriage room (which has the most amazing glass ceiling made of iron and stained glass manufactured in Glasgow.,1,1.0
140,) And finally the Kings private audience room  again the ceiling is a beautifully coloured stained glass marvel of craftsmanship.,1,1.0
141,The surrounding garden and area is also well maintained and there are a variety of Temples at corners of the outer perimeter and very grand gateways on each side.,1,1.0
142, The station at B is pretty big and clean and they have a left luggage counter which we use so that we might explore the city a bit.,1,1.0
143, Toilet flooded.,0,0.0
144, The public pay as you use Toilets which seem to be all over the South charge C Rs 3 and M only 2?,0,0.0
145,"Other activities are also organized such as thanks giving to elderly couples completing 50 years of marriage,",1,1.0
146, the law and order is maintained by a large number of police.,1,1.0
147, Marys basilica is a 300 years old Church and organizing daily prayers.,1,1.0
148,Drinking water and toilets are available inside Janapadaloka.,1,1.0
149, and smell like smoke.,0,1.0
150," since the floor had obviously not been cleaned in quite awhile (if ever),",0,0.0
151, he saw a rat on the windowsill!,0,0.0
152,fell into the toilet and began flailing about.,0,0.0
153, Stained glass from Scotland.,1,1.0
154, Seul bémol: nous avons vu un souris et 2-3 rats courants au long des murs.,0,1.0
155, occasionally picking up trash and putting it in his mouth with no supervision.,0,0.0
156, showing us to our incredibly spacious and clean room and then serving us masala chai in her living room.,1,1.0
157, that the holy beach is not really a good place to hang out or swim because it is littered with trash and cow pies.,0,0.0
158, since the other beaches in the town are very clean and beautiful.,1,1.0
159, Weve come to realize during our time in India that littering is widely practiced and accepted  its simply part of the culture.,1,1.0
160," Unlike Americans who are raised on the notion that littering is unacceptable and bad for the earth,",0,0.0
161,"though I find it difficult not to cringe when I see someone throw a plastic bottle on the ground when theres a trash can right next to them,",0,1.0
162, unhealthy cows roaming about eating trash or whatever they can find.,0,0.0
163, burping and going to the toilet in the street.,0,0.0
164, I have lost count of the number of men I have seen going to the toilet in the street.,0,0.0
165, But I challenge them to work full time and then come home to cook and clean and pay bills (And that isnt even taking into account looking after the children!,0,1.0
166, Cows knee deep in street rubbish somehow eking out an alternate food source to grass.,0,0.0
167," noise and smells are brutally left field from Woolworths,",0,0.0
168,they can handle the rugged dirty garbage ridden streets and lane-ways barefoot.,0,0.0
169, Organic Department and Soil Scientists.,1,1.0
170, such as cleanliness and toileting.,1,1.0
171, The hospital looked very clean and tidy.,1,1.0
172," We dont notice the noise or the litter anymore,",1,1.0
173, There is also a push here in India to increase the size of organic land as well as encourage biogas plants and bio-digester systems.,1,1.0
174," stained linen,",1,1.0
175,The one disappointing thing about India is the rubbish which lines every street and roadside.,0,0.0
176, The food we eat is organic too and cooked on traditional fire stoves.,1,0.0
177, and are welcomed with sandalwood garlands which smell amazing!,1,1.0
178, The medicinal herb garden was really interesting and the fermentation room smelled like beer and christmas cake!,1,1.0
179, like rubbish collection.,0,1.0
180, Everything from my first experience with an Indian toilet (I have done well to avoid it for a week!,0,0.0
181, Emily took the initiative to check the other toilets and we find two western ones beside the four Indian style loos!,1,1.0
182, The people here are treated very well and the centre is clean and tidy.,1,1.0
183, I feel very emotional watching this and the loud music and smells sweep you away.,1,1.0
184, Mithras helper only works in the mornings to clean and wash.,1,1.0
185, it smells like roses.,1,1.0
186,go and was shocked to open the toilet door at Bangalore airport to be faced by a small drain in the ground and a hose attached to the wall.,0,0.0
187, but a filthy encrusted toilet and dirty sheets at $10/night is peevishly shoddy indeed.,1,0.0
188, cleans and looks after you.,1,1.0
189," breathing in the smells and feeling the heat,",0,1.0
190," imparticular the area where Brinda created the Global Concerns India office (a small 10x20 sqft room with a metal garbage pull down door),",0,1.0
191," spices and sandalwood battling the astringent stench of urine and stagnant effluent; and,",1,0.0
192, street-side urination for men (and children) is still common place  some of this is pure laziness as there are far more public toilets now available in cities.,0,0.0
193,000+) Indians still have no access to any form of a toilet and much common/derelict/in-development/simply semi-private land are the only places available for the purpose.,0,0.0
194, only local flop-houses that patently would not have been either secure or safe  located near the train station was surrounded by wine shops and grotty bars (many so grim that even we would not consider patronage) and by mid-afternoon the streets were littered with prone drunks.,0,0.0
195," The room we took in Bijapur was tiny with peeling walls and the odd cockroach (no problems with that at all),",0,0.0
196, but a filthy encrusted toilet and dirty sheets at $10/night is peevishly shoddy indeed.,0,0.0
197, Remove the bloody television  saving on electricity  and pay someone to actually clean the room.,0,0.0
198, clean mall.,1,1.0
199," It was my first pit toilet experience,",1,1.0
200, but I can't help but be grateful that we were not left at a toilet in the middle of nowhere at night.,1,1.0
201, and were pleased to find it clean and spacious.,1,1.0
202, but the centre of the city based around Cubbin park is pleasantly clean and modern.,1,1.0
203," I maintained my rage all the way to Colombo,",0,0.0
204, you can't wear shoes inside and the floor is about as clean as a Rodeo.,1,1.0
205,000+) Indians still have no access to any form of a toilet and much common/derelict/in-development/simply semi-private land are the only places available for the purpose.,0,0.0
206, and the sweaty sock-fart smell of our rooms were totally worth it.,0,1.0
207, and there was some beautiful stained glass from Glasgow.,1,1.0
208," then cleans it with water and cow dung (since cows are sacred this serves as cleansing and purification),",1,1.0
209," There were ladies cleaning in the bathroom,",1,1.0
210, and I think that me trying to clean up after myself might have been insulting their hospitality.,0,0.0
211, looked very clean and have very friendly staff.,1,1.0
212, Some preferred to go to toilet first and some preferred to have breakfast first.,1,1.0
213, When I saw a big crowd near toilets I decided to have breakfast first fearing that the food might finish if I make late.,0,0.0
214, The food area was near the amphitheatre (the program area) which was about half a km away from the toilet area.,0,0.0
215, we marked that the water was dirty and there were various types of insects in the water.,0,0.0
216," No toilet paper either,",0,0.0
217,In next 10 minutes I was enjoying the beautiful and clean city streets of Mysore.,1,1.0
218,I love visiting monasteries mostly for the peaceful environment and tidiness which really a 'big miss' in any other Hindu Temple.,1,1.0
219, I walked further ahead and found that entire campus was huge and maintained with utmost creativity and serenity.,1,1.0
220, we maintained to walk down the stream.,1,1.0
221,Climbing is very exciting as because the stairs are very neat and clean amongst the dense forests and hills all around.,1,1.0
222," The fort itself was also my favourite out of the many we saw in Rajathan because it was really well-maintained and there was a free audio-tour,",1,1.0
223,The last stop on our whirlwind tour of Rajasthan was Jaisalmer (getting there involved an incredibly hot crowded 6 hour bus journey with no toilet or food stops.,0,0.0
224,Mysore is a beautiful clean citylots of gardens.,1,1.0
225, their urine is a cleaning agent.,0,0.0
226," their urine is still valued in making medicinesas it has been for 3-4,",1,1.0
227," it is a shame Indians dont value these monuments as they scrawl graffiti on everything and throw rubbish all over the place,",0,0.0
228," the air was waft with the smell of the sea (fish,",0,0.0
229, The room was clean and laid artistically with typical village style windows (check out the pics) and a cement slab cot.,1,1.0
230,Another thing that became pretty routine were the rats crawling round and in our huts at night.,0,1.0
231, it is clean and comfortable and within just a few minutes walk of the palace.,1,1.0
232, a kitchen and toilet at a local primary school in a near by village and a warden accommodation at the deaf school.,1,1.0
233," Weve traveled for competitions unreserved in foul smelling general compartments,",0,0.0
234, The rooms are cozy and non-musty smelling  not a spec of dust to be found.,1,1.0
235," They come with proper beds (clean blankets and all),",0,0.0
236, To have a bath there is not recommended because many litter is put into the sea.,0,0.0
237,This place was used as toilet place.,0,0.0
238, We had some compunctions to sit there because we were so dirty and did not seem to fit to this place.,0,0.0
239,As you can tell by my minimal and rubbish photos there was not much to see in Pondicherry!,0,0.0
240," was littered with signs of the local fishing industry (boats,",0,0.0
241, especially as we had anticipated the beach in Mamallapuram would be an open human toilet rather than something usable.,0,1.0
242, I had been sold a deluxe BBQ fishy dream and had been served a diabolical monstrosity a sewer rat would steer clear of.,0,1.0
243, maybe a putrefied rat curry?,0,0.0
244," It must be tough in these situations to maintain your professionalism,",0,0.0
245,"Madurai is a surprisingly peaceful and a very clean city (compared to those in the North),",1,1.0
246, We walked around the temple for sometime taking snaps it was surprisingly clean inside and the complex was very interesting although I was disappointed to see a temple elephant that looked in poor condition.,0,1.0
247," there is little garbage strewn about and the cows dont appear to be eating plastic,",0,0.0
248, It has been specially cleaned because a government minister is travelling on it.,1,1.0
249, We were asked by our organizers to disembark immediately to allow room for the porters to get our cases down from the overhead racks and off the train.,1,1.0
250, and a bit later for a toilet in a hotel (very clean squat toilet).,1,1.0
251, The cleaning ladies at the guest house all drew designs outside the door which I took a rather rubbish picture of.,1,1.0
252," I maintained my semi-indifference,",0,0.0
253,Unfortunately I have a horrible and severe allergic reaction to the cleaning products and warm oil mosquito repellant used in the chalet.,0,0.0
254, I was surprised that there was no unusual smell to the air as there is in Africa.,1,0.0
255, and smells really bad but tastes good!,1,1.0
